gene,group
PCED1B,broadly_reactive_cysteine
AHCYL2,broadly_reactive_cysteine
DOCK6,broadly_reactive_cysteine
OXNAD1,broadly_reactive_cysteine
MED30,broadly_reactive_cysteine
PGAM5,broadly_reactive_cysteine
INTS4,broadly_reactive_cysteine
SCLY,broadly_reactive_cysteine
PYURF,broadly_reactive_cysteine
FUBP3,broadly_reactive_cysteine
RBM17,broadly_reactive_cysteine
WBSCR16,broadly_reactive_cysteine
NARS2,broadly_reactive_cysteine
SUCLG2,broadly_reactive_cysteine
FBXL20,broadly_reactive_cysteine
LRCH3,broadly_reactive_cysteine
GMPPA,broadly_reactive_cysteine
GMCL1,broadly_reactive_cysteine
ZNF414,broadly_reactive_cysteine
ZNF845,broadly_reactive_cysteine
HPDL,broadly_reactive_cysteine
ABHD14B,broadly_reactive_cysteine
NGLY1,broadly_reactive_cysteine
SEC22A,broadly_reactive_cysteine
NSL1,broadly_reactive_cysteine
RBM41,broadly_reactive_cysteine
METTL2A,broadly_reactive_cysteine
THOC3,broadly_reactive_cysteine
ITCH,broadly_reactive_cysteine
COG3,broadly_reactive_cysteine
CDK5RAP3,broadly_reactive_cysteine
VPS39,broadly_reactive_cysteine
EAF1,broadly_reactive_cysteine
CCDC132,broadly_reactive_cysteine
VCPIP1,broadly_reactive_cysteine
SPG11,broadly_reactive_cysteine
ELMO2,broadly_reactive_cysteine
DCAF5,broadly_reactive_cysteine
CHAMP1,broadly_reactive_cysteine
L3MBTL3,broadly_reactive_cysteine
NEURL4,broadly_reactive_cysteine
ZFP91,broadly_reactive_cysteine
PDLIM2,broadly_reactive_cysteine
HSH2D,broadly_reactive_cysteine
FAR2,broadly_reactive_cysteine
ZFYVE19,broadly_reactive_cysteine
RITA,broadly_reactive_cysteine
C8orf76,broadly_reactive_cysteine
ZNF668,broadly_reactive_cysteine
USP47,broadly_reactive_cysteine
PBK,broadly_reactive_cysteine
DNAJC1,broadly_reactive_cysteine
SCYL1,broadly_reactive_cysteine
ZNF512B,broadly_reactive_cysteine
EXOC2,broadly_reactive_cysteine
CNDP2,broadly_reactive_cysteine
EHMT2,broadly_reactive_cysteine
ZFR,broadly_reactive_cysteine
FAM210B,broadly_reactive_cysteine
BTN2A3P,broadly_reactive_cysteine
MARK4,broadly_reactive_cysteine
LRR1,broadly_reactive_cysteine
B3GALT6,broadly_reactive_cysteine
NSD1,broadly_reactive_cysteine
EP400,broadly_reactive_cysteine
SNX27,broadly_reactive_cysteine
KIF16B,broadly_reactive_cysteine
IFT74,broadly_reactive_cysteine
BMF,broadly_reactive_cysteine
TRIM47,broadly_reactive_cysteine
CNOT6L,broadly_reactive_cysteine
DHRS1,broadly_reactive_cysteine
DNAJC30,broadly_reactive_cysteine
RNPC3,broadly_reactive_cysteine
IMMP1L,broadly_reactive_cysteine
C9orf89,broadly_reactive_cysteine
ZNF597,broadly_reactive_cysteine
C9orf85,broadly_reactive_cysteine
FBXL18,broadly_reactive_cysteine
ZNF512,broadly_reactive_cysteine
STAC3,broadly_reactive_cysteine
COQ10A,broadly_reactive_cysteine
NSMCE2,broadly_reactive_cysteine
NDNL2,broadly_reactive_cysteine
HEXIM2,broadly_reactive_cysteine
PPM1M,broadly_reactive_cysteine
KCTD7,broadly_reactive_cysteine
CEP63,broadly_reactive_cysteine
YTHDC1,broadly_reactive_cysteine
COG8,broadly_reactive_cysteine
ZNF48,broadly_reactive_cysteine
WDR92,broadly_reactive_cysteine
C16orf55,broadly_reactive_cysteine
C7orf26,broadly_reactive_cysteine
JAKMIP1,broadly_reactive_cysteine
ENTHD2,broadly_reactive_cysteine
TTC14,broadly_reactive_cysteine
MBOAT7,broadly_reactive_cysteine
DOCK7,broadly_reactive_cysteine
UROC1,broadly_reactive_cysteine
SPATA13,broadly_reactive_cysteine
TSNARE1,broadly_reactive_cysteine
SFXN2,broadly_reactive_cysteine
ZNF830,broadly_reactive_cysteine
ZMAT2,broadly_reactive_cysteine
C8orf37,broadly_reactive_cysteine
ANKRD27,broadly_reactive_cysteine
CLIC6,broadly_reactive_cysteine
MUS81,broadly_reactive_cysteine
NSUN5,broadly_reactive_cysteine
AGAP3,broadly_reactive_cysteine
ARAP1,broadly_reactive_cysteine
ACAP3,broadly_reactive_cysteine
QRFPR,broadly_reactive_cysteine
IPO9,broadly_reactive_cysteine
INPP4A,broadly_reactive_cysteine
MCEE,broadly_reactive_cysteine
RBM14,broadly_reactive_cysteine
RCHY1,broadly_reactive_cysteine
TRERF1,broadly_reactive_cysteine
GBP5,broadly_reactive_cysteine
GBP4,broadly_reactive_cysteine
ZNF317,broadly_reactive_cysteine
UHRF2,broadly_reactive_cysteine
QKI,broadly_reactive_cysteine
LENG8,broadly_reactive_cysteine
NEK1,broadly_reactive_cysteine
PUS7,broadly_reactive_cysteine
FAM111A,broadly_reactive_cysteine
TRAPPC9,broadly_reactive_cysteine
PLIN4,broadly_reactive_cysteine
BTBD9,broadly_reactive_cysteine
TRNT1,broadly_reactive_cysteine
SMG1,broadly_reactive_cysteine
ALS2,broadly_reactive_cysteine
ALKBH3,broadly_reactive_cysteine
KIF20B,broadly_reactive_cysteine
GSDMA,broadly_reactive_cysteine
PPP1R10,broadly_reactive_cysteine
SLC38A2,broadly_reactive_cysteine
FYTTD1,broadly_reactive_cysteine
ATAD5,broadly_reactive_cysteine
TEFM,broadly_reactive_cysteine
RAB3IP,broadly_reactive_cysteine
MTMR9,broadly_reactive_cysteine
VPS35,broadly_reactive_cysteine
ALPK1,broadly_reactive_cysteine
PURB,broadly_reactive_cysteine
TRPM7,broadly_reactive_cysteine
PHF12,broadly_reactive_cysteine
XPO6,broadly_reactive_cysteine
SPAG5,broadly_reactive_cysteine
NACC1,broadly_reactive_cysteine
SNX18,broadly_reactive_cysteine
PASK,broadly_reactive_cysteine
CIC,broadly_reactive_cysteine
UIMC1,broadly_reactive_cysteine
VPS13A,broadly_reactive_cysteine
MED15,broadly_reactive_cysteine
GFM1,broadly_reactive_cysteine
ERGIC2,broadly_reactive_cysteine
MCCC1,broadly_reactive_cysteine
PEO1,broadly_reactive_cysteine
CAMKK2,broadly_reactive_cysteine
TGS1,broadly_reactive_cysteine
NUDCD1,broadly_reactive_cysteine
ERBB2IP,broadly_reactive_cysteine
TUBGCP6,broadly_reactive_cysteine
TUBGCP5,broadly_reactive_cysteine
USP28,broadly_reactive_cysteine
FNBP1,broadly_reactive_cysteine
PCNX,broadly_reactive_cysteine
CRAMP1L,broadly_reactive_cysteine
WDR24,broadly_reactive_cysteine
C16orf13,broadly_reactive_cysteine
RPS6KC1,broadly_reactive_cysteine
PIGS,broadly_reactive_cysteine
WRNIP1,broadly_reactive_cysteine
RANBP9,broadly_reactive_cysteine
CLCC1,broadly_reactive_cysteine
HAPLN3,broadly_reactive_cysteine
CCNL2,broadly_reactive_cysteine
MYADM,broadly_reactive_cysteine
PLEKHF1,broadly_reactive_cysteine
PPP1R9B,broadly_reactive_cysteine
SRPK1,broadly_reactive_cysteine
SMC6,broadly_reactive_cysteine
DCLRE1C,broadly_reactive_cysteine
STRBP,broadly_reactive_cysteine
TMEM209,broadly_reactive_cysteine
CDK5RAP2,broadly_reactive_cysteine
ZNF587,broadly_reactive_cysteine
IWS1,broadly_reactive_cysteine
SIN3A,broadly_reactive_cysteine
OSBPL9,broadly_reactive_cysteine
CRBN,broadly_reactive_cysteine
C15orf44,broadly_reactive_cysteine
ADO,broadly_reactive_cysteine
CDK5RAP1,broadly_reactive_cysteine
SECISBP2,broadly_reactive_cysteine
RSF1,broadly_reactive_cysteine
RBM15,broadly_reactive_cysteine
RUFY1,broadly_reactive_cysteine
SPEN,broadly_reactive_cysteine
PNKP,broadly_reactive_cysteine
SETDB2,broadly_reactive_cysteine
MMS19,broadly_reactive_cysteine
UHRF1,broadly_reactive_cysteine
FAM129B,broadly_reactive_cysteine
YME1L1,broadly_reactive_cysteine
FAM82A2,broadly_reactive_cysteine
TCF12,broadly_reactive_cysteine
TBCB,broadly_reactive_cysteine
NELL2,broadly_reactive_cysteine
PSMB7,broadly_reactive_cysteine
CNN2,broadly_reactive_cysteine
SEC62,broadly_reactive_cysteine
PCYT2,broadly_reactive_cysteine
CDC5L,broadly_reactive_cysteine
PSMD1,broadly_reactive_cysteine
PFDN5,broadly_reactive_cysteine
PAFAH2,broadly_reactive_cysteine
AGAP2,broadly_reactive_cysteine
RNF2,broadly_reactive_cysteine
PARK7,broadly_reactive_cysteine
EYA3,broadly_reactive_cysteine
NEU1,broadly_reactive_cysteine
VAT1,broadly_reactive_cysteine
LGMN,broadly_reactive_cysteine
PLIN2,broadly_reactive_cysteine
DNAJC2,broadly_reactive_cysteine
MPHOSPH8,broadly_reactive_cysteine
MPHOSPH9,broadly_reactive_cysteine
NUP88,broadly_reactive_cysteine
PIK3R4,broadly_reactive_cysteine
P2RX4,broadly_reactive_cysteine
P2RX7,broadly_reactive_cysteine
POP1,broadly_reactive_cysteine
TSC22D3,broadly_reactive_cysteine
SCAF11,broadly_reactive_cysteine
TSNAX,broadly_reactive_cysteine
SEPHS2,broadly_reactive_cysteine
TTC1,broadly_reactive_cysteine
DNAJC7,broadly_reactive_cysteine
C12orf57,broadly_reactive_cysteine
COPS8,broadly_reactive_cysteine
PRPF18,broadly_reactive_cysteine
RAD9A,broadly_reactive_cysteine
PKMYT1,broadly_reactive_cysteine
SDHC,broadly_reactive_cysteine
KIF2C,broadly_reactive_cysteine
CGRRF1,broadly_reactive_cysteine
ZNF184,broadly_reactive_cysteine
MAP3K5,broadly_reactive_cysteine
GFI1,broadly_reactive_cysteine
MGLL,broadly_reactive_cysteine
LYST,broadly_reactive_cysteine
ATXN2,broadly_reactive_cysteine
DOK1,broadly_reactive_cysteine
MTR,broadly_reactive_cysteine
RBBP8,broadly_reactive_cysteine
HSD17B10,broadly_reactive_cysteine
BARD1,broadly_reactive_cysteine
HNRNPAB,broadly_reactive_cysteine
NAP1L4,broadly_reactive_cysteine
CDC6,broadly_reactive_cysteine
NAPG,broadly_reactive_cysteine
PIP5K1A,broadly_reactive_cysteine
TXN2,broadly_reactive_cysteine
ABCA3,broadly_reactive_cysteine
MAP3K3,broadly_reactive_cysteine
APBA2,broadly_reactive_cysteine
MIPEP,broadly_reactive_cysteine
ACO2,broadly_reactive_cysteine
TM9SF2,broadly_reactive_cysteine
SLC29A1,broadly_reactive_cysteine
TSG101,broadly_reactive_cysteine
CIB1,broadly_reactive_cysteine
CPNE1,broadly_reactive_cysteine
CCT7,broadly_reactive_cysteine
MYD88,broadly_reactive_cysteine
EBNA1BP2,broadly_reactive_cysteine
ARID3A,broadly_reactive_cysteine
HAUS7,broadly_reactive_cysteine
PRMT1,broadly_reactive_cysteine
BAG1,broadly_reactive_cysteine
ATF6B,broadly_reactive_cysteine
AGPAT1,broadly_reactive_cysteine
SH3GL1,broadly_reactive_cysteine
CITED2,broadly_reactive_cysteine
TEP1,broadly_reactive_cysteine
VRK1,broadly_reactive_cysteine
AKAP9,broadly_reactive_cysteine
NIPSNAP1,broadly_reactive_cysteine
NCAPG,broadly_reactive_cysteine
MICU1,broadly_reactive_cysteine
FAM118B,broadly_reactive_cysteine
HOPX,broadly_reactive_cysteine
PAIP2,broadly_reactive_cysteine
MAPKAP1,broadly_reactive_cysteine
NABP2,broadly_reactive_cysteine
ZFYVE21,broadly_reactive_cysteine
DDX50,broadly_reactive_cysteine
ELAC2,broadly_reactive_cysteine
C19orf43,broadly_reactive_cysteine
GRWD1,broadly_reactive_cysteine
MACROD1,broadly_reactive_cysteine
TCF25,broadly_reactive_cysteine
C3orf26,broadly_reactive_cysteine
FAM110A,broadly_reactive_cysteine
KLHDC3,broadly_reactive_cysteine
ECSIT,broadly_reactive_cysteine
WDR77,broadly_reactive_cysteine
C17orf62,broadly_reactive_cysteine
DPH2,broadly_reactive_cysteine
VIMP,broadly_reactive_cysteine
BCL7B,broadly_reactive_cysteine
SENP7,broadly_reactive_cysteine
MYBBP1A,broadly_reactive_cysteine
EIF2AK1,broadly_reactive_cysteine
C20orf72,broadly_reactive_cysteine
FYCO1,broadly_reactive_cysteine
CLSTN3,broadly_reactive_cysteine
ACBD6,broadly_reactive_cysteine
CORO1B,broadly_reactive_cysteine
CCDC77,broadly_reactive_cysteine
LSMD1,broadly_reactive_cysteine
TXNDC17,broadly_reactive_cysteine
PIGQ,broadly_reactive_cysteine
BUD13,broadly_reactive_cysteine
CPPED1,broadly_reactive_cysteine
MRPL45,broadly_reactive_cysteine
C7orf50,broadly_reactive_cysteine
NUDT16L1,broadly_reactive_cysteine
PDCD2L,broadly_reactive_cysteine
PAAF1,broadly_reactive_cysteine
PYGO2,broadly_reactive_cysteine
ADPGK,broadly_reactive_cysteine
GPATCH1,broadly_reactive_cysteine
ARHGAP9,broadly_reactive_cysteine
RIOK1,broadly_reactive_cysteine
MNF1,broadly_reactive_cysteine
MIEN1,broadly_reactive_cysteine
UTP23,broadly_reactive_cysteine
SIKE1,broadly_reactive_cysteine
PELO,broadly_reactive_cysteine
GINS3,broadly_reactive_cysteine
FAM213A,broadly_reactive_cysteine
WDR83,broadly_reactive_cysteine
TRIM56,broadly_reactive_cysteine
CENPK,broadly_reactive_cysteine
ERP44,broadly_reactive_cysteine
ZNF649,broadly_reactive_cysteine
TMEM175,broadly_reactive_cysteine
NOL10,broadly_reactive_cysteine
NTPCR,broadly_reactive_cysteine
AGMAT,broadly_reactive_cysteine
C19orf52,broadly_reactive_cysteine
BTBD10,broadly_reactive_cysteine
TACO1,broadly_reactive_cysteine
HDHD3,broadly_reactive_cysteine
TINF2,broadly_reactive_cysteine
TUBGCP2,broadly_reactive_cysteine
C17orf80,broadly_reactive_cysteine
FAM64A,broadly_reactive_cysteine
ESYT1,broadly_reactive_cysteine
ZNF577,broadly_reactive_cysteine
FEM1A,broadly_reactive_cysteine
PCGF1,broadly_reactive_cysteine
CCM2,broadly_reactive_cysteine
YIPF4,broadly_reactive_cysteine
C16orf70,broadly_reactive_cysteine
EFCAB4B,broadly_reactive_cysteine
CHCHD5,broadly_reactive_cysteine
CNPY3,broadly_reactive_cysteine
LIMD2,broadly_reactive_cysteine
HAUS8,broadly_reactive_cysteine
INPP5K,broadly_reactive_cysteine
COPS4,broadly_reactive_cysteine
SYT11,broadly_reactive_cysteine
WAC,broadly_reactive_cysteine
DIDO1,broadly_reactive_cysteine
MTA3,broadly_reactive_cysteine
RBM42,broadly_reactive_cysteine
DCTN5,broadly_reactive_cysteine
MCMBP,broadly_reactive_cysteine
AARSD1,broadly_reactive_cysteine
DCUN1D5,broadly_reactive_cysteine
THUMPD2,broadly_reactive_cysteine
ANP32E,broadly_reactive_cysteine
MED10,broadly_reactive_cysteine
LRRC1,broadly_reactive_cysteine
PI4K2A,broadly_reactive_cysteine
CABLES2,broadly_reactive_cysteine
TBCD,broadly_reactive_cysteine
TMEM48,broadly_reactive_cysteine
TTPAL,broadly_reactive_cysteine
DHRS4,broadly_reactive_cysteine
THTPA,broadly_reactive_cysteine
ZNF692,broadly_reactive_cysteine
LMF2,broadly_reactive_cysteine
NDUFAF3,broadly_reactive_cysteine
CENPO,broadly_reactive_cysteine
C9orf156,broadly_reactive_cysteine
MMTAG2,broadly_reactive_cysteine
DOHH,broadly_reactive_cysteine
C11orf84,broadly_reactive_cysteine
ADAT1,broadly_reactive_cysteine
MKNK1,broadly_reactive_cysteine
MED18,broadly_reactive_cysteine
ISCA1,broadly_reactive_cysteine
TUBB6,broadly_reactive_cysteine
C9orf142,broadly_reactive_cysteine
HNRNPUL1,broadly_reactive_cysteine
MSTO1,broadly_reactive_cysteine
PHF23,broadly_reactive_cysteine
RPP25,broadly_reactive_cysteine
G6PC3,broadly_reactive_cysteine
CCDC28B,broadly_reactive_cysteine
HTATIP2,broadly_reactive_cysteine
DDX23,broadly_reactive_cysteine
WRAP53,broadly_reactive_cysteine
BDH2,broadly_reactive_cysteine
FAM195A,broadly_reactive_cysteine
ALG12,broadly_reactive_cysteine
C1orf50,broadly_reactive_cysteine
MRI1,broadly_reactive_cysteine
C15orf57,broadly_reactive_cysteine
WDR18,broadly_reactive_cysteine
THUMPD3,broadly_reactive_cysteine
ADI1,broadly_reactive_cysteine
RNF126,broadly_reactive_cysteine
CEP250,broadly_reactive_cysteine
MECR,broadly_reactive_cysteine
EMC6,broadly_reactive_cysteine
NTMT1,broadly_reactive_cysteine
KATNB1,broadly_reactive_cysteine
TUBB2B,broadly_reactive_cysteine
FICD,broadly_reactive_cysteine
DSCC1,broadly_reactive_cysteine
MLST8,broadly_reactive_cysteine
C2orf49,broadly_reactive_cysteine
CXorf26,broadly_reactive_cysteine
PHF20,broadly_reactive_cysteine
NOC4L,broadly_reactive_cysteine
UTP14A,broadly_reactive_cysteine
DUSP23,broadly_reactive_cysteine
ALG8,broadly_reactive_cysteine
TMEM147,broadly_reactive_cysteine
NUPL1,broadly_reactive_cysteine
SELO,broadly_reactive_cysteine
A2LD1,broadly_reactive_cysteine
GNL3,broadly_reactive_cysteine
SPATA5L1,broadly_reactive_cysteine
RIOK2,broadly_reactive_cysteine
TRMT61B,broadly_reactive_cysteine
KIAA0586,broadly_reactive_cysteine
TIMM21,broadly_reactive_cysteine
KIFC1,broadly_reactive_cysteine
NUP85,broadly_reactive_cysteine
DDA1,broadly_reactive_cysteine
KATNAL1,broadly_reactive_cysteine
CINP,broadly_reactive_cysteine
HIRIP3,broadly_reactive_cysteine
HIGD2A,broadly_reactive_cysteine
IFT27,broadly_reactive_cysteine
CCDC94,broadly_reactive_cysteine
NUDT9,broadly_reactive_cysteine
TARS2,broadly_reactive_cysteine
CCDC106,broadly_reactive_cysteine
ACAT2,broadly_reactive_cysteine
REPIN1,broadly_reactive_cysteine
RBM4,broadly_reactive_cysteine
SSBP4,broadly_reactive_cysteine
SCNM1,broadly_reactive_cysteine
RPAP1,broadly_reactive_cysteine
SF3B5,broadly_reactive_cysteine
C1orf43,broadly_reactive_cysteine
PRR14,broadly_reactive_cysteine
CHID1,broadly_reactive_cysteine
CDCA7,broadly_reactive_cysteine
PAPOLG,broadly_reactive_cysteine
MND1,broadly_reactive_cysteine
SLC4A1AP,broadly_reactive_cysteine
CDK19,broadly_reactive_cysteine
SSBP3,broadly_reactive_cysteine
APOL6,broadly_reactive_cysteine
GTPBP2,broadly_reactive_cysteine
LSM14B,broadly_reactive_cysteine
TAPBPL,broadly_reactive_cysteine
BRIP1,broadly_reactive_cysteine
HINT2,broadly_reactive_cysteine
CARD6,broadly_reactive_cysteine
SGPP1,broadly_reactive_cysteine
OSBPL11,broadly_reactive_cysteine
OSBPL10,broadly_reactive_cysteine
GPR174,broadly_reactive_cysteine
BBC3,broadly_reactive_cysteine
TBC1D10A,broadly_reactive_cysteine
NAA15,broadly_reactive_cysteine
KLF16,broadly_reactive_cysteine
BCL2L13,broadly_reactive_cysteine
CARD11,broadly_reactive_cysteine
CDCA4,broadly_reactive_cysteine
FSD1L,broadly_reactive_cysteine
SLC12A9,broadly_reactive_cysteine
SRRT,broadly_reactive_cysteine
PAPPA2,broadly_reactive_cysteine
QTRT1,broadly_reactive_cysteine
AP1M1,broadly_reactive_cysteine
NUSAP1,broadly_reactive_cysteine
SLC26A6,broadly_reactive_cysteine
C14orf142,broadly_reactive_cysteine
CECR5,broadly_reactive_cysteine
FANCD2,broadly_reactive_cysteine
MAK16,broadly_reactive_cysteine
SCAPER,broadly_reactive_cysteine
DGCR6L,broadly_reactive_cysteine
ITPA,broadly_reactive_cysteine
HDAC8,broadly_reactive_cysteine
C20orf43,broadly_reactive_cysteine
EIF2A,broadly_reactive_cysteine
PECR,broadly_reactive_cysteine
POLDIP3,broadly_reactive_cysteine
DUSP16,broadly_reactive_cysteine
KIAA1671,broadly_reactive_cysteine
GNB1L,broadly_reactive_cysteine
MRPL32,broadly_reactive_cysteine
MRPL20,broadly_reactive_cysteine
MRPL1,broadly_reactive_cysteine
MKI67IP,broadly_reactive_cysteine
FAM126A,broadly_reactive_cysteine
YTHDF1,broadly_reactive_cysteine
PRIC285,broadly_reactive_cysteine
RBCK1,broadly_reactive_cysteine
SRXN1,broadly_reactive_cysteine
NLN,broadly_reactive_cysteine
CEP41,broadly_reactive_cysteine
BACH2,broadly_reactive_cysteine
SETD2,broadly_reactive_cysteine
TBC1D2,broadly_reactive_cysteine
IFIH1,broadly_reactive_cysteine
PANK2,broadly_reactive_cysteine
DOCK9,broadly_reactive_cysteine
FRMD8,broadly_reactive_cysteine
WHSC1L1,broadly_reactive_cysteine
TXLNG2P,broadly_reactive_cysteine
NUF2,broadly_reactive_cysteine
MRPL37,broadly_reactive_cysteine
PUS3,broadly_reactive_cysteine
GTPBP4,broadly_reactive_cysteine
ASPSCR1,broadly_reactive_cysteine
OSBPL8,broadly_reactive_cysteine
OSBPL7,broadly_reactive_cysteine
UACA,broadly_reactive_cysteine
RAB34,broadly_reactive_cysteine
WDR11,broadly_reactive_cysteine
UPF3B,broadly_reactive_cysteine
CRNKL1,broadly_reactive_cysteine
TBL1XR1,broadly_reactive_cysteine
UBL5,broadly_reactive_cysteine
PPP1R12C,broadly_reactive_cysteine
PRKD2,broadly_reactive_cysteine
ULBP3,broadly_reactive_cysteine
FAM129A,broadly_reactive_cysteine
FOXP3,broadly_reactive_cysteine
UBXN6,broadly_reactive_cysteine
TM6SF1,broadly_reactive_cysteine
UCK2,broadly_reactive_cysteine
API5,broadly_reactive_cysteine
NLRP1,broadly_reactive_cysteine
TRIM5,broadly_reactive_cysteine
TRIM4,broadly_reactive_cysteine
FAM117A,broadly_reactive_cysteine
INO80B,broadly_reactive_cysteine
SETD5,broadly_reactive_cysteine
UNK,broadly_reactive_cysteine
FTO,broadly_reactive_cysteine
FAM5B,broadly_reactive_cysteine
TMCO7,broadly_reactive_cysteine
ZCCHC2,broadly_reactive_cysteine
TNKS1BP1,broadly_reactive_cysteine
AMBRA1,broadly_reactive_cysteine
UBE2O,broadly_reactive_cysteine
KIAA1731,broadly_reactive_cysteine
ZYG11B,broadly_reactive_cysteine
ZNF518B,broadly_reactive_cysteine
XPO4,broadly_reactive_cysteine
LNP,broadly_reactive_cysteine
CEP44,broadly_reactive_cysteine
ZNF407,broadly_reactive_cysteine
MTMR12,broadly_reactive_cysteine
WDR33,broadly_reactive_cysteine
BCL11B,broadly_reactive_cysteine
SLC39A8,broadly_reactive_cysteine
WDR12,broadly_reactive_cysteine
NDEL1,broadly_reactive_cysteine
ACTR6,broadly_reactive_cysteine
C20orf27,broadly_reactive_cysteine
PITHD1,broadly_reactive_cysteine
COMMD5,broadly_reactive_cysteine
SENP6,broadly_reactive_cysteine
REXO4,broadly_reactive_cysteine
DDX24,broadly_reactive_cysteine
POLR1E,broadly_reactive_cysteine
WDR61,broadly_reactive_cysteine
CHST5,broadly_reactive_cysteine
SLIRP,broadly_reactive_cysteine
SRR,broadly_reactive_cysteine
NIF3L1,broadly_reactive_cysteine
EGLN1,broadly_reactive_cysteine
FAM192A,broadly_reactive_cysteine
EIF5A2,broadly_reactive_cysteine
ZNF350,broadly_reactive_cysteine
LAT2,broadly_reactive_cysteine
MFF,broadly_reactive_cysteine
NAA50,broadly_reactive_cysteine
UBA5,broadly_reactive_cysteine
MKRN2,broadly_reactive_cysteine
LHPP,broadly_reactive_cysteine
ADAM19,broadly_reactive_cysteine
FAM54B,broadly_reactive_cysteine
TMEM126A,broadly_reactive_cysteine
MAF1,broadly_reactive_cysteine
LRRC48,broadly_reactive_cysteine
PAIP1,broadly_reactive_cysteine
CLPB,broadly_reactive_cysteine
MIS12,broadly_reactive_cysteine
RAB33B,broadly_reactive_cysteine
LSG1,broadly_reactive_cysteine
NUAK2,broadly_reactive_cysteine
NAT10,broadly_reactive_cysteine
COMMD4,broadly_reactive_cysteine
KLC2,broadly_reactive_cysteine
ILKAP,broadly_reactive_cysteine
XRN2,broadly_reactive_cysteine
TOLLIP,broadly_reactive_cysteine
SAP130,broadly_reactive_cysteine
BRD8,broadly_reactive_cysteine
SHARPIN,broadly_reactive_cysteine
NSRP1,broadly_reactive_cysteine
INTS2,broadly_reactive_cysteine
KLHL25,broadly_reactive_cysteine
RACGAP1,broadly_reactive_cysteine
PARP12,broadly_reactive_cysteine
SIK2,broadly_reactive_cysteine
PUS7L,broadly_reactive_cysteine
CSTF2T,broadly_reactive_cysteine
WWP1,broadly_reactive_cysteine
PCBD2,broadly_reactive_cysteine
NT5C3,broadly_reactive_cysteine
FAM49A,broadly_reactive_cysteine
AP5M1,broadly_reactive_cysteine
GBP3,broadly_reactive_cysteine
QRSL1,broadly_reactive_cysteine
DDX47,broadly_reactive_cysteine
MAGT1,broadly_reactive_cysteine
MRPL18,broadly_reactive_cysteine
TSPYL1,broadly_reactive_cysteine
LMAN2L,broadly_reactive_cysteine
SMG9,broadly_reactive_cysteine
C11orf54,broadly_reactive_cysteine
OSBPL5,broadly_reactive_cysteine
ATG10,broadly_reactive_cysteine
DNTTIP1,broadly_reactive_cysteine
ZBP1,broadly_reactive_cysteine
CSRNP2,broadly_reactive_cysteine
METTL9,broadly_reactive_cysteine
ANAPC1,broadly_reactive_cysteine
IRF2BPL,broadly_reactive_cysteine
UNC93B1,broadly_reactive_cysteine
POLR3F,broadly_reactive_cysteine
TMX4,broadly_reactive_cysteine
ASCC2,broadly_reactive_cysteine
UPF3A,broadly_reactive_cysteine
ZFYVE20,broadly_reactive_cysteine
ISCU,broadly_reactive_cysteine
MESDC1,broadly_reactive_cysteine
OSBPL2,broadly_reactive_cysteine
PCED1A,broadly_reactive_cysteine
ATG5,broadly_reactive_cysteine
MED28,broadly_reactive_cysteine
EHD4,broadly_reactive_cysteine
VPS33B,broadly_reactive_cysteine
VPS16,broadly_reactive_cysteine
VPS11,broadly_reactive_cysteine
SH3BGRL3,broadly_reactive_cysteine
SYT4,broadly_reactive_cysteine
ARV1,broadly_reactive_cysteine
OR51V1,broadly_reactive_cysteine
TRIOBP,broadly_reactive_cysteine
EPC1,broadly_reactive_cysteine
SLK,broadly_reactive_cysteine
BLZF1,broadly_reactive_cysteine
PPIL3,broadly_reactive_cysteine
PDCL3,broadly_reactive_cysteine
MTIF3,broadly_reactive_cysteine
TAOK3,broadly_reactive_cysteine
RASSF4,broadly_reactive_cysteine
RAB3GAP2,broadly_reactive_cysteine
ADNP,broadly_reactive_cysteine
IKZF4,broadly_reactive_cysteine
DHX36,broadly_reactive_cysteine
PPA2,broadly_reactive_cysteine
MRPL46,broadly_reactive_cysteine
ZFP106,broadly_reactive_cysteine
PARL,broadly_reactive_cysteine
PNN,broadly_reactive_cysteine
FOXP1,broadly_reactive_cysteine
GGNBP2,broadly_reactive_cysteine
KCTD10,broadly_reactive_cysteine
C11orf68,broadly_reactive_cysteine
DPAGT1,broadly_reactive_cysteine
BOLA2B,broadly_reactive_cysteine
MMADHC,broadly_reactive_cysteine
TXNIP,broadly_reactive_cysteine
TMX1,broadly_reactive_cysteine
WHSC2,broadly_reactive_cysteine
ACBD3,broadly_reactive_cysteine
KDM4C,broadly_reactive_cysteine
CENPH,broadly_reactive_cysteine
SEMA4A,broadly_reactive_cysteine
TPK1,broadly_reactive_cysteine
PTPN23,broadly_reactive_cysteine
UNC45A,broadly_reactive_cysteine
LIME1,broadly_reactive_cysteine
DSN1,broadly_reactive_cysteine
FBXL15,broadly_reactive_cysteine
RBKS,broadly_reactive_cysteine
FN3K,broadly_reactive_cysteine
POFUT1,broadly_reactive_cysteine
TOR3A,broadly_reactive_cysteine
WNK1,broadly_reactive_cysteine
RNPEP,broadly_reactive_cysteine
GOLPH3,broadly_reactive_cysteine
OSGEPL1,broadly_reactive_cysteine
SAV1,broadly_reactive_cysteine
TUBB1,broadly_reactive_cysteine
DEF6,broadly_reactive_cysteine
GLIPR2,broadly_reactive_cysteine
