,ensembl_gene_id,hgnc_symbol,entrezgene,gene_biotype,percentage_gc_content,cds_length,chromosome_name
27168,ENSG00000225629,HCG22,285834,processed_transcript,48.07,NA,CHR_HSCHR6_MHC_MCF_CTG1
27169,ENSG00000225630,MTND2P28,NA,unprocessed_pseudogene,43.1,NA,1
27170,ENSG00000225632,,NA,antisense,50.43,NA,1
27171,ENSG00000225635,DDAH2,23564,protein_coding,59.89,858,CHR_HSCHR6_MHC_MCF_CTG1
27172,ENSG00000225636,HNRNPA3P15,NA,processed_pseudogene,43.86,NA,2
27173,ENSG00000225637,,NA,lincRNA,58.58,NA,21
27174,ENSG00000225638,PABPC1P12,NA,processed_pseudogene,43.17,NA,10
27175,ENSG00000225639,PGAM1P2,NA,processed_pseudogene,53.1,NA,9
27176,ENSG00000225640,,101929207,lincRNA,49.25,NA,20
27177,ENSG00000225642,SNRPEP5,NA,processed_pseudogene,40.65,NA,2
27178,ENSG00000225643,,NA,lincRNA,50.97,NA,1
27179,ENSG00000225644,RPL35AP4,NA,processed_pseudogene,44.12,NA,6
27180,ENSG00000225647,,NA,lincRNA,40.68,NA,7
27181,ENSG00000225648,SBDSP1,NA,transcribed_unprocessed_pseudogene,43.81,NA,7
27182,ENSG00000225649,,100506474,processed_transcript,37.51,NA,2
27183,ENSG00000225650,EIF2S2P5,NA,processed_pseudogene,38.64,NA,1
27184,ENSG00000225652,KCNMA1-AS3,NA,antisense,44.91,NA,10
27185,ENSG00000225653,RNF19BPY,NA,processed_pseudogene,40.26,NA,Y
27186,ENSG00000225655,,572558,lincRNA,54.86,NA,9
27187,ENSG00000225656,,NA,lincRNA,50.42,NA,1
27188,ENSG00000225657,,105372682,lincRNA,46.98,NA,20
27189,ENSG00000225658,TAF13P2,NA,processed_pseudogene,33.92,NA,2
27190,ENSG00000225659,TRIM26BP,NA,unprocessed_pseudogene,41.99,NA,CHR_HSCHR6_MHC_DBB_CTG1
27191,ENSG00000225660,,NA,processed_pseudogene,42.22,NA,X
27192,ENSG00000225661,RPL14P5,NA,processed_pseudogene,51.72,NA,X
27193,ENSG00000225662,,NA,processed_pseudogene,46.56,NA,3
27194,ENSG00000225663,MCRIP1,348262,protein_coding,59.8,357,17
27195,ENSG00000225664,YWHAZP8,NA,processed_pseudogene,38.03,NA,X
27196,ENSG00000225665,,NA,processed_pseudogene,41.22,NA,4
27197,ENSG00000225669,RPL23AP27,NA,processed_pseudogene,49.89,NA,2
27198,ENSG00000225670,CADM3-AS1,NA,antisense,50.67,NA,1
27199,ENSG00000225671,FCF1P6,NA,processed_pseudogene,39.5,NA,1
27200,ENSG00000225672,CCNT2P1,NA,processed_pseudogene,39.43,NA,1
27201,ENSG00000225673,,NA,processed_pseudogene,45.25,NA,3
27202,ENSG00000225674,IPO7P2,NA,processed_pseudogene,40.57,NA,13
27203,ENSG00000225675,,105378732,lincRNA,48.7,NA,1
27204,ENSG00000225676,,NA,antisense,44.75,NA,22
27205,ENSG00000225678,,NA,transcribed_unprocessed_pseudogene,39.78,NA,11
27206,ENSG00000225680,,NA,lincRNA,40.19,NA,14
27207,ENSG00000225681,,NA,transcribed_processed_pseudogene,51.74,NA,17
27208,ENSG00000225682,DXO,1797,protein_coding,58.72,1191,CHR_HSCHR6_MHC_COX_CTG1
27209,ENSG00000225683,PACRG-AS3,NA,antisense,43.89,NA,6
27210,ENSG00000225684,FAM225B,100128385,lincRNA,51.56,NA,9
27211,ENSG00000225685,TSPY5P,NA,transcribed_unprocessed_pseudogene,49.11,NA,Y
27212,ENSG00000225689,,NA,lincRNA,37.09,NA,X
27213,ENSG00000225690,TREML5P,NA,unprocessed_pseudogene,51.29,NA,6
27214,ENSG00000225691,HLA-C,3107,protein_coding,59.07,1119,CHR_HSCHR6_MHC_MCF_CTG1
27215,ENSG00000225693,LAGE3P1,NA,processed_pseudogene,62.19,NA,9
27216,ENSG00000225695,HNRNPA1P35,NA,processed_pseudogene,46.63,NA,2
27217,ENSG00000225696,ZNF70P1,NA,processed_pseudogene,59.62,NA,CHR_HSCHR6_MHC_SSTO_CTG1
27218,ENSG00000225697,SLC26A6,102465495,protein_coding,59.37,2280,3
27219,ENSG00000225697,SLC26A6,65010,protein_coding,59.37,2280,3
27220,ENSG00000225698,IGHV3-72,NA,IG_V_gene,51.57,357,14
27221,ENSG00000225701,EIF4A1P13,NA,processed_pseudogene,45.65,NA,7
27222,ENSG00000225703,,NA,lincRNA,50.5,NA,7
27223,ENSG00000225704,,NA,processed_pseudogene,42.67,NA,1
27224,ENSG00000225705,,NA,processed_pseudogene,40.69,NA,7
27225,ENSG00000225706,PTPRD-AS1,NA,lincRNA,44.79,NA,9
27226,ENSG00000225708,,NA,lincRNA,51.81,NA,20
27227,ENSG00000225710,,NA,unprocessed_pseudogene,44.29,NA,1
27228,ENSG00000225711,,NA,processed_pseudogene,42.26,NA,1
27229,ENSG00000225712,ATP5G2P1,NA,processed_pseudogene,53.76,NA,1
27230,ENSG00000225713,RPL30P1,NA,processed_pseudogene,40.12,NA,1
27231,ENSG00000225714,POLR2LP1,NA,processed_pseudogene,63.64,NA,CHR_HSCHR6_MHC_MANN_CTG1
27232,ENSG00000225715,,NA,processed_pseudogene,40.23,NA,X
27233,ENSG00000225716,TCEB1P13,NA,processed_pseudogene,36.47,NA,Y
27234,ENSG00000225718,,NA,lincRNA,44.6,NA,7
27235,ENSG00000225719,NMNAT1P2,NA,processed_pseudogene,42.67,NA,1
27236,ENSG00000225720,,NA,transcribed_unprocessed_pseudogene,52.68,NA,22
27237,ENSG00000225721,,NA,antisense,49.71,NA,1
27238,ENSG00000225722,,NA,processed_pseudogene,45.45,NA,X
27239,ENSG00000225723,MTND6P15,NA,processed_pseudogene,36.85,NA,1
27240,ENSG00000225724,,NA,unprocessed_pseudogene,43.18,NA,22
27241,ENSG00000225725,FAM66E,100132103,lincRNA,41.9,NA,8
27242,ENSG00000225726,,NA,processed_pseudogene,37.37,NA,7
27243,ENSG00000225727,,NA,transcribed_processed_pseudogene,38.6,NA,13
27244,ENSG00000225728,,NA,processed_pseudogene,46.58,NA,X
27245,ENSG00000225730,,NA,antisense,39.12,NA,6
27246,ENSG00000225731,,NA,antisense,49.8,NA,21
27247,ENSG00000225732,TRIM31-AS1,104533120,processed_transcript,46.14,NA,CHR_HSCHR6_MHC_SSTO_CTG1
27248,ENSG00000225733,FGD5-AS1,100505641,antisense,45.41,NA,3
27249,ENSG00000225735,NEK4P1,NA,processed_pseudogene,40.27,NA,21
27250,ENSG00000225736,OR2B3,442184,protein_coding,43,942,CHR_HSCHR6_MHC_DBB_CTG1
27251,ENSG00000225737,SKIV2L,6499,protein_coding,54.17,3741,CHR_HSCHR6_MHC_COX_CTG1
27252,ENSG00000225738,NRG3-AS1,NA,processed_transcript,35.75,NA,10
27253,ENSG00000225739,NPM1P18,NA,processed_pseudogene,40.85,NA,7
27254,ENSG00000225740,TCEB1P6,NA,processed_pseudogene,36.59,NA,Y
27255,ENSG00000225741,,NA,unprocessed_pseudogene,45.64,NA,22
27256,ENSG00000225742,,100505920,lincRNA,44.61,NA,3
27257,ENSG00000225744,,NA,lincRNA,46.28,NA,2
27258,ENSG00000225745,,NA,antisense,46.52,NA,21
27259,ENSG00000225746,SNHG23,79104,lincRNA,38.95,NA,14
27260,ENSG00000225748,PRRC2A,7916,protein_coding,53.48,6474,CHR_HSCHR6_MHC_MCF_CTG1
27261,ENSG00000225750,,NA,lincRNA,47.46,NA,1
27262,ENSG00000225751,,NA,antisense,45.17,NA,17
27263,ENSG00000225752,,NA,antisense,35.71,NA,6
27264,ENSG00000225755,,NA,processed_pseudogene,39.42,NA,1
27265,ENSG00000225756,DBH-AS1,138948,antisense,61.47,NA,9
27266,ENSG00000225758,RPS17P17,NA,processed_pseudogene,45.48,NA,X
27267,ENSG00000225759,LINC00489,100861522,lincRNA,47.1,NA,20
27268,ENSG00000225760,LINC00431,NA,transcribed_unprocessed_pseudogene,40.66,NA,13
27269,ENSG00000225761,,NA,sense_intronic,40.99,NA,10
27270,ENSG00000225762,LINC01389,NA,antisense,45.26,NA,1
27271,ENSG00000225763,MICG,NA,unprocessed_pseudogene,62.12,NA,CHR_HSCHR6_MHC_DBB_CTG1
27272,ENSG00000225764,P3H2-AS1,101929152,antisense,38.07,NA,3
27273,ENSG00000225765,,NA,lincRNA,37.82,NA,2
27274,ENSG00000225766,DHRS4L1,NA,transcribed_unprocessed_pseudogene,45.49,NA,14
27275,ENSG00000225767,,NA,antisense,38.99,NA,1
27276,ENSG00000225768,,101927523,lincRNA,41.85,NA,10
27277,ENSG00000225769,CROCCP1,NA,processed_pseudogene,65.69,NA,X
27278,ENSG00000225770,RPS29P3,NA,processed_pseudogene,54.97,NA,3
27279,ENSG00000225773,C4B-AS1,102060414,processed_transcript,47.34,NA,CHR_HSCHR6_MHC_SSTO_CTG1
27280,ENSG00000225774,SIRPAP1,NA,processed_pseudogene,58.81,NA,22
27281,ENSG00000225775,,NA,lincRNA,38.22,NA,6
27282,ENSG00000225777,DDX39AP1,NA,processed_pseudogene,51.16,NA,13
27283,ENSG00000225778,PROSER2-AS1,219731,antisense,50.58,NA,10
27284,ENSG00000225779,,NA,processed_pseudogene,34.86,NA,1
27285,ENSG00000225781,OR6V1,346517,protein_coding,54.09,942,7
27286,ENSG00000225783,MIAT,440823,lincRNA,49.99,NA,22
27287,ENSG00000225785,,NA,lincRNA,42.04,NA,20
27288,ENSG00000225787,LSM3P3,NA,processed_pseudogene,41.5,NA,2
27289,ENSG00000225788,BRD2-IT1,NA,processed_transcript,56.7,NA,CHR_HSCHR6_MHC_SSTO_CTG1
27290,ENSG00000225790,,NA,lincRNA,32.85,NA,3
27291,ENSG00000225791,TRAM2-AS1,401264,lincRNA,44.52,NA,6
27292,ENSG00000225792,,NA,antisense,36.49,NA,7
27293,ENSG00000225793,,NA,lincRNA,37.06,NA,6
27294,ENSG00000225794,,NA,lincRNA,47.15,NA,2
27295,ENSG00000225795,,NA,processed_pseudogene,50.86,NA,7
27296,ENSG00000225796,MTND4P23,NA,unprocessed_pseudogene,37.86,NA,2
27297,ENSG00000225797,UBDP1,NA,unprocessed_pseudogene,41.09,NA,6
27298,ENSG00000225798,,NA,antisense,33.75,NA,15
27299,ENSG00000225801,RABEPKP1,NA,processed_pseudogene,41.72,NA,13
27300,ENSG00000225802,WARSP1,NA,unprocessed_pseudogene,45.99,NA,11
27301,ENSG00000225803,MRPS11P1,NA,processed_pseudogene,52.3,NA,20
27302,ENSG00000225805,,100129216,protein_coding,33.75,213,11
27303,ENSG00000225806,,NA,antisense,44.16,NA,20
27304,ENSG00000225807,,NA,lincRNA,45.52,NA,7
27305,ENSG00000225808,DNAJC19P5,NA,processed_pseudogene,41.14,NA,2
27306,ENSG00000225809,RBMY2KP,NA,unprocessed_pseudogene,34.92,NA,Y
27307,ENSG00000225811,,NA,antisense,32.86,NA,1
27308,ENSG00000225813,,NA,processed_pseudogene,58.72,NA,2
27309,ENSG00000225814,GRPEL2P2,NA,processed_pseudogene,50.3,NA,X
27310,ENSG00000225815,,NA,lincRNA,41.32,NA,2
27311,ENSG00000225816,GTF3AP5,NA,processed_pseudogene,37.88,NA,7
27312,ENSG00000225818,,NA,lincRNA,38.43,NA,17
27313,ENSG00000225819,,NA,antisense,49.6,NA,2
27314,ENSG00000225822,UBXN7-AS1,NA,antisense,64.83,NA,3
27315,ENSG00000225823,RPL7P45,NA,processed_pseudogene,41.59,NA,13
27316,ENSG00000225824,HLA-DQB1,3119,protein_coding,45.64,810,CHR_HSCHR6_MHC_MANN_CTG1
27317,ENSG00000225825,IGHD6-25,NA,IG_D_gene,61.11,18,14
27318,ENSG00000225826,LINC00626,79100,lincRNA,38.48,NA,1
27319,ENSG00000225827,SFTPA3P,NA,processed_pseudogene,53.68,NA,10
27320,ENSG00000225828,FAM229A,100128071,protein_coding,61.28,384,1
27321,ENSG00000225830,ERCC6,2074,protein_coding,40.54,4482,10
27322,ENSG00000225831,RPS18P1,NA,processed_pseudogene,48.91,NA,20
27323,ENSG00000225832,,NA,processed_pseudogene,51.96,NA,6
27324,ENSG00000225833,,104798195,antisense,39.44,NA,X
27325,ENSG00000225834,HCG23,414764,processed_transcript,37.65,NA,CHR_HSCHR6_MHC_COX_CTG1
27326,ENSG00000225836,,NA,lincRNA,42.66,NA,10
27327,ENSG00000225838,OR2P1P,NA,unprocessed_pseudogene,44.63,NA,CHR_HSCHR6_MHC_COX_CTG1
27328,ENSG00000225839,TRMT2B-AS1,NA,sense_overlapping,44.63,NA,X
27329,ENSG00000225840,,NA,processed_pseudogene,49.73,NA,Y
27330,ENSG00000225842,,NA,processed_pseudogene,42.18,NA,2
27331,ENSG00000225843,NIPA2P1,NA,processed_pseudogene,38.42,NA,7
27332,ENSG00000225845,BTNL2,56244,protein_coding,42.06,1449,CHR_HSCHR6_MHC_MCF_CTG1
27333,ENSG00000225846,,NA,processed_pseudogene,53.65,NA,4
27334,ENSG00000225849,MKRN7P,NA,processed_pseudogene,48.57,NA,20
27335,ENSG00000225850,,NA,antisense,47.88,NA,10
27336,ENSG00000225851,HLA-S,NA,unprocessed_pseudogene,50.23,NA,6
27337,ENSG00000225854,,NA,processed_pseudogene,44.8,NA,1
27338,ENSG00000225855,RUSC1-AS1,NA,antisense,56.39,NA,1
27339,ENSG00000225856,PCNPP2,NA,processed_pseudogene,48.79,NA,9
27340,ENSG00000225857,,NA,lincRNA,54.45,NA,1
27341,ENSG00000225858,,NA,processed_pseudogene,36.8,NA,X
27342,ENSG00000225859,DDX39B,7919,protein_coding,47.31,1287,CHR_HSCHR6_MHC_MANN_CTG1
27343,ENSG00000225860,,440446,lincRNA,44.22,NA,17
27344,ENSG00000225864,HCG4P11,NA,unprocessed_pseudogene,63.77,NA,6
27345,ENSG00000225867,,NA,antisense,51.23,NA,22
27346,ENSG00000225868,,100631378,transcribed_unprocessed_pseudogene,43.96,NA,19
27347,ENSG00000225869,,NA,processed_pseudogene,54.96,NA,5
27348,ENSG00000225870,LINC00368,NA,lincRNA,42.48,NA,13
27349,ENSG00000225871,,NA,processed_pseudogene,42.37,NA,1
27350,ENSG00000225872,LINC01529,644050,transcribed_unprocessed_pseudogene,59.51,NA,19
27351,ENSG00000225873,LINC00694,NA,protein_coding,46.89,306,3
27352,ENSG00000225876,,NA,unprocessed_pseudogene,42.15,NA,Y
27353,ENSG00000225877,,100289650,lincRNA,47.85,NA,19
27354,ENSG00000225878,SERBP1P2,NA,processed_pseudogene,44.42,NA,Y
27355,ENSG00000225879,,NA,lincRNA,49.02,NA,6
27356,ENSG00000225880,LINC00115,79854,lincRNA,52.7,NA,1
27357,ENSG00000225881,,100506937,antisense,48.59,NA,7
27358,ENSG00000225882,LINC01456,105373144,lincRNA,41.35,NA,X
27359,ENSG00000225883,BMS1P11,NA,unprocessed_pseudogene,39.85,NA,9
27360,ENSG00000225884,,NA,antisense,37.4,NA,2
27361,ENSG00000225885,,NA,antisense,39.8,NA,8
27362,ENSG00000225886,,NA,antisense,44.97,NA,1
27363,ENSG00000225888,,105375014,processed_transcript,48.4,NA,CHR_HSCHR6_MHC_QBL_CTG1
27364,ENSG00000225889,,NA,antisense,40.39,NA,2
27365,ENSG00000225890,HLA-DQA1,3117,protein_coding,41.46,765,CHR_HSCHR6_MHC_MANN_CTG1
27366,ENSG00000225891,,NA,antisense,46.28,NA,1
27367,ENSG00000225893,,NA,processed_pseudogene,42.19,NA,9
27368,ENSG00000225895,TRAPPC2P8,NA,unprocessed_pseudogene,37.58,NA,Y
27369,ENSG00000225896,,NA,processed_pseudogene,38.3,NA,Y
27370,ENSG00000225898,,NA,processed_pseudogene,46.3,NA,7
27371,ENSG00000225899,FRG2B,441581,protein_coding,44.33,840,10
27372,ENSG00000225900,HSPE1P13,NA,processed_pseudogene,38.38,NA,2
27373,ENSG00000225901,MTND2P9,NA,unprocessed_pseudogene,36.2,NA,9
27374,ENSG00000225903,,NA,antisense,52.87,NA,1
27375,ENSG00000225904,MORF4L1P7,NA,processed_pseudogene,36.42,NA,1
27376,ENSG00000225905,,NA,antisense,66.57,NA,1
27377,ENSG00000225906,,NA,processed_pseudogene,39.04,NA,21
27378,ENSG00000225907,RPS27P16,NA,processed_pseudogene,54.73,NA,7
27379,ENSG00000225911,,NA,processed_pseudogene,41.91,NA,2
27380,ENSG00000225912,,NA,processed_pseudogene,43.12,NA,X
27381,ENSG00000225913,,NA,lincRNA,41.39,NA,10
27382,ENSG00000225914,,NA,antisense,40.42,NA,6
27383,ENSG00000225916,,NA,lincRNA,51.91,NA,2
27384,ENSG00000225918,RPL7P59,NA,processed_pseudogene,41.25,NA,7
27385,ENSG00000225919,,NA,lincRNA,39.55,NA,1
27386,ENSG00000225920,RIMKLBP2,NA,processed_pseudogene,43.73,NA,1
27387,ENSG00000225921,NOL7,51406,protein_coding,38.69,774,6
27388,ENSG00000225922,RPL21P92,NA,processed_pseudogene,44.33,NA,10
27389,ENSG00000225923,,NA,processed_pseudogene,38.14,NA,1
27390,ENSG00000225924,,105378049,lincRNA,43.37,NA,6
27391,ENSG00000225925,,NA,processed_pseudogene,48.73,NA,X
27392,ENSG00000225926,DDX39BP1,NA,unprocessed_pseudogene,49.86,NA,CHR_HSCHR6_MHC_MANN_CTG1
27393,ENSG00000225927,DDX6P1,NA,processed_pseudogene,42.2,NA,CHR_HSCHR6_MHC_MANN_CTG1
27394,ENSG00000225928,CACYBPP1,NA,processed_pseudogene,42.6,NA,10
27395,ENSG00000225929,,105373100,antisense,45.79,NA,22
27396,ENSG00000225930,,26082,lincRNA,40.51,NA,15
27397,ENSG00000225931,,NA,TEC,64.01,NA,1
27398,ENSG00000225932,CTAGE4,100128553,protein_coding,41.85,2334,7
27399,ENSG00000225933,,NA,processed_pseudogene,49.15,NA,2
27400,ENSG00000225934,,NA,processed_pseudogene,35.17,NA,1
27401,ENSG00000225935,BANF1P5,NA,processed_pseudogene,54.05,NA,7
27402,ENSG00000225936,,NA,antisense,66.14,NA,10
27403,ENSG00000225937,PCA3,50652,antisense,40.88,NA,9
27404,ENSG00000225938,,NA,antisense,60.05,NA,1
27405,ENSG00000225939,,NA,unprocessed_pseudogene,64.22,NA,CHR_HSCHR6_MHC_COX_CTG1
27406,ENSG00000225940,C5orf67,101928448,protein_coding,42.46,384,5
27407,ENSG00000225942,,101927362,lincRNA,57.71,NA,2
27408,ENSG00000225943,,NA,processed_pseudogene,40.42,NA,2
27409,ENSG00000225944,RIOK3P1,NA,processed_pseudogene,38.09,NA,13
27410,ENSG00000225945,,NA,antisense,43.87,NA,6
27411,ENSG00000225947,,NA,processed_pseudogene,47.8,NA,9
27412,ENSG00000225948,,NA,lincRNA,41.7,NA,10
27413,ENSG00000225949,,NA,processed_pseudogene,40.67,NA,X
27414,ENSG00000225950,NTF4,4909,protein_coding,57.01,633,19
27415,ENSG00000225951,ODF2-AS1,NA,antisense,51.41,NA,9
27416,ENSG00000225952,,NA,antisense,53.83,NA,1
27417,ENSG00000225953,SATB2-AS1,150538,antisense,51.97,NA,2
27418,ENSG00000225954,WASF5P,NA,processed_pseudogene,49.72,NA,CHR_HSCHR6_MHC_QBL_CTG1
27419,ENSG00000225955,OR2H5P,NA,unprocessed_pseudogene,53.56,NA,CHR_HSCHR6_MHC_DBB_CTG1
27420,ENSG00000225956,,NA,antisense,39.36,NA,20
27421,ENSG00000225957,,NA,unprocessed_pseudogene,37.62,NA,X
27422,ENSG00000225959,MTND4P3,NA,unprocessed_pseudogene,38.26,NA,7
27423,ENSG00000225960,,NA,lincRNA,46.54,NA,9
27424,ENSG00000225963,,NA,antisense,43.69,NA,2
27425,ENSG00000225964,NRIR,NA,antisense,38.9,NA,2
27426,ENSG00000225965,,NA,processed_pseudogene,46.67,NA,10
27427,ENSG00000225967,TAP2,6891,protein_coding,43.8,2112,CHR_HSCHR6_MHC_APD_CTG1
27428,ENSG00000225968,ELFN1,392617,protein_coding,55.76,2487,7
27429,ENSG00000225969,ABHD11-AS1,NA,antisense,62.54,NA,7
27430,ENSG00000225970,,NA,lincRNA,36.98,NA,X
27431,ENSG00000225971,,NA,processed_pseudogene,39.44,NA,22
27432,ENSG00000225972,MTND1P23,NA,unprocessed_pseudogene,44.35,NA,1
27433,ENSG00000225973,PIGBOS1,101928527,protein_coding,47.12,165,15
27434,ENSG00000225974,,NA,lincRNA,28.99,NA,7
27435,ENSG00000225975,LINC01534,101927621,lincRNA,47.16,NA,19
27436,ENSG00000225976,CKS1BP2,NA,processed_pseudogene,45.83,NA,10
27437,ENSG00000225978,HAR1A,NA,lincRNA,64.57,NA,20
27438,ENSG00000225979,,NA,antisense,42.58,NA,2
27439,ENSG00000225980,OR7E19P,NA,transcribed_unprocessed_pseudogene,46.33,NA,19
27440,ENSG00000225981,,NA,antisense,59.28,NA,7
27441,ENSG00000225982,,NA,lincRNA,53.2,NA,1
27442,ENSG00000225984,HMGB1P26,NA,processed_pseudogene,42.68,NA,1
27443,ENSG00000225986,UBXN10-AS1,101928017,antisense,56.61,NA,1
27444,ENSG00000225987,PBX2,5089,protein_coding,55,1293,CHR_HSCHR6_MHC_APD_CTG1
27445,ENSG00000225988,LAMP5-AS1,101929329,antisense,45.81,NA,20
27446,ENSG00000225989,ABCF1,23,protein_coding,47.93,2538,CHR_HSCHR6_MHC_SSTO_CTG1
27447,ENSG00000225990,SNRPEP7,NA,processed_pseudogene,40.91,NA,1
27448,ENSG00000225991,RPL23AP34,NA,processed_pseudogene,49.02,NA,2
27449,ENSG00000225992,TRGVA,NA,TR_V_pseudogene,57.54,NA,7
27450,ENSG00000225993,LY6G6D,58530,protein_coding,48.02,523,CHR_HSCHR6_MHC_MANN_CTG1
27451,ENSG00000225997,OR4A8,NA,polymorphic_pseudogene,41.27,945,11
27452,ENSG00000225998,LSM2,57819,protein_coding,48.12,288,CHR_HSCHR6_MHC_MCF_CTG1
27453,ENSG00000225999,NDUFA12P1,NA,processed_pseudogene,40.15,NA,13
27454,ENSG00000226000,OR2J2,26707,protein_coding,42.14,939,CHR_HSCHR6_MHC_SSTO_CTG1
27455,ENSG00000226002,GTF2IP14,NA,unprocessed_pseudogene,42.99,NA,7
27456,ENSG00000226003,,NA,processed_pseudogene,45.03,NA,1
27457,ENSG00000226004,,NA,lincRNA,42.03,NA,6
27458,ENSG00000226005,,NA,lincRNA,44.02,NA,10
27459,ENSG00000226007,,NA,lincRNA,49.08,NA,9
27460,ENSG00000226008,SEPT14P3,NA,unprocessed_pseudogene,40.44,NA,3
27461,ENSG00000226009,KCNIP2-AS1,NA,antisense,49.52,NA,10
27462,ENSG00000226010,,NA,processed_pseudogene,33.56,NA,X
27463,ENSG00000226011,OFD1P1Y,NA,unprocessed_pseudogene,36.17,NA,Y
27464,ENSG00000226012,,NA,lincRNA,47.21,NA,21
27465,ENSG00000226013,MRPS18BP1,NA,processed_pseudogene,58.33,NA,1
27466,ENSG00000226014,,NA,processed_pseudogene,51.95,NA,1
27467,ENSG00000226015,CCT8P1,NA,processed_pseudogene,41.46,NA,1
27468,ENSG00000226016,RPL36AP55,NA,processed_pseudogene,42.45,NA,10
27469,ENSG00000226017,PRICKLE2-AS3,NA,antisense,41.36,NA,3
27470,ENSG00000226020,CDK2AP2P3,NA,processed_pseudogene,63.17,NA,9
27471,ENSG00000226022,,NA,lincRNA,37.16,NA,3
27472,ENSG00000226023,CT47A6,728062,protein_coding,49.41,867,X
27473,ENSG00000226024,COX5BP7,NA,processed_pseudogene,53.28,NA,22
27474,ENSG00000226025,,400696,transcribed_unprocessed_pseudogene,46.66,NA,19
27475,ENSG00000226026,,101928118,antisense,39.18,NA,1
27476,ENSG00000226027,HLA-S,NA,unprocessed_pseudogene,50.46,NA,CHR_HSCHR6_MHC_SSTO_CTG1
27477,ENSG00000226028,PFN1P12,NA,processed_pseudogene,56.37,NA,1
27478,ENSG00000226029,,107984921,lincRNA,46.15,NA,1
27479,ENSG00000226030,HLA-DQB3,NA,unprocessed_pseudogene,48.72,NA,6
27480,ENSG00000226031,FGF13-AS1,100129662,antisense,46.46,NA,X
27481,ENSG00000226032,,NA,lincRNA,49.63,NA,6
27482,ENSG00000226033,STK19,8859,protein_coding,52.73,1107,CHR_HSCHR6_MHC_MCF_CTG1
27483,ENSG00000226034,NANOGNBP1,NA,processed_pseudogene,38.54,NA,2
27484,ENSG00000226035,HLA-DRB9,NA,unprocessed_pseudogene,40.79,NA,CHR_HSCHR6_MHC_QBL_CTG1
27485,ENSG00000226036,,NA,processed_pseudogene,44.78,NA,1
27486,ENSG00000226037,LINC01040,105370308,lincRNA,34.45,NA,13
27487,ENSG00000226038,PPIAP21,NA,processed_pseudogene,47.11,NA,20
27488,ENSG00000226040,,NA,processed_pseudogene,48.47,NA,5
27489,ENSG00000226041,,NA,lincRNA,50.97,NA,2
27490,ENSG00000226042,CDY10P,NA,unprocessed_pseudogene,42.44,NA,Y
27491,ENSG00000226043,,NA,lincRNA,34.43,NA,21
27492,ENSG00000226045,,NA,processed_pseudogene,55.14,NA,7
27493,ENSG00000226046,AP1S2P1,NA,processed_pseudogene,39.31,NA,7
27494,ENSG00000226047,,NA,lincRNA,42.38,NA,9
27495,ENSG00000226048,YBX1P8,NA,processed_pseudogene,51.22,NA,X
27496,ENSG00000226049,TLK2P1,NA,processed_pseudogene,42.86,NA,17
27497,ENSG00000226050,USP8P1,NA,processed_pseudogene,39.62,NA,CHR_HSCHR6_MHC_MCF_CTG1
27498,ENSG00000226051,ZNF503-AS1,253264,lincRNA,44.63,NA,10
27499,ENSG00000226053,,729987,lincRNA,35.29,NA,1
27500,ENSG00000226054,MEMO1P1,NA,processed_pseudogene,43.58,NA,21
27501,ENSG00000226055,PAICSP1,NA,processed_pseudogene,42.16,NA,9
27502,ENSG00000226056,MTND4P32,NA,processed_pseudogene,36.21,NA,X
27503,ENSG00000226057,PHF2P2,NA,transcribed_unprocessed_pseudogene,45.38,NA,13
27504,ENSG00000226058,,NA,processed_pseudogene,58,NA,2
27505,ENSG00000226059,HMGB3P20,NA,processed_pseudogene,44.5,NA,7
27506,ENSG00000226060,TRIM26,7726,protein_coding,46.88,1620,CHR_HSCHR6_MHC_DBB_CTG1
27507,ENSG00000226061,PCMTD1P1,NA,unprocessed_pseudogene,39.15,NA,Y
27508,ENSG00000226063,,NA,lincRNA,52.93,NA,7
27509,ENSG00000226064,PGBD4P6,NA,processed_pseudogene,41.97,NA,X
27510,ENSG00000226065,ZBTB45P2,NA,processed_pseudogene,65.51,NA,2
27511,ENSG00000226066,,NA,processed_pseudogene,36.7,NA,7
27512,ENSG00000226067,LINC00623,NA,lincRNA,42.06,NA,1
27513,ENSG00000226068,HNRNPA3P4,NA,processed_pseudogene,42.22,NA,6
27514,ENSG00000226070,,NA,lincRNA,35.61,NA,6
27515,ENSG00000226071,HLA-DPB2,3116,transcribed_unprocessed_pseudogene,46.39,NA,CHR_HSCHR6_MHC_APD_CTG1
27516,ENSG00000226072,,NA,processed_pseudogene,39.12,NA,2
27517,ENSG00000226074,PRSS44,NA,transcribed_unprocessed_pseudogene,53.22,NA,3
27518,ENSG00000226075,PHKG1P1,NA,unprocessed_pseudogene,63.01,NA,7
27519,ENSG00000226078,,NA,lincRNA,44.46,NA,9
27520,ENSG00000226079,,NA,lincRNA,39.31,NA,6
27521,ENSG00000226080,,NA,processed_pseudogene,46.73,NA,2
27522,ENSG00000226081,USP12PX,NA,processed_pseudogene,38.6,NA,X
27523,ENSG00000226082,,NA,processed_pseudogene,51.56,NA,3
27524,ENSG00000226083,SLC39A12-AS1,100129213,antisense,39.88,NA,10
27525,ENSG00000226084,,NA,processed_pseudogene,45.77,NA,1
27526,ENSG00000226085,UQCRFS1P1,NA,processed_pseudogene,53.9,NA,22
